step,actic loss,critic loss,average distance,time
10,-18880.8109,2710.1075,52.1044,0min4sec
20,-18279.9786,2547.1732,52.0422,0min4sec
30,-16414.1034,2121.4056,52.0293,0min4sec
40,-13047.3550,1640.5430,51.9525,0min4sec
50,-9736.5071,1344.4457,51.5933,0min4sec
60,-8079.7393,1126.8561,50.5990,0min4sec
70,-6922.5056,969.2152,48.6896,0min4sec
80,-6064.1355,850.5843,46.8652,0min4sec
90,-5405.7616,757.9722,45.3983,0min4sec
100,-4871.1475,683.6500,44.2761,0min4sec
110,-4433.8615,622.7374,43.3083,0min4sec
120,-4067.4788,571.8801,42.4837,0min4sec
130,-3757.3301,528.7936,41.7793,0min4sec
140,-3489.9867,491.8184,41.1725,0min4sec
150,-3260.6562,459.7411,40.6403,0min4sec
160,-3057.4456,431.6571,40.1789,0min4sec
170,-2877.3653,406.8544,39.7846,0min4sec
180,-2720.1186,384.8246,39.4262,0min4sec
190,-2577.9381,365.0907,39.1140,0min4sec
200,-2450.8554,347.3255,38.8128,0min4sec
210,-2332.3267,331.2704,38.5491,0min4sec
220,-2226.5479,316.6013,38.3277,0min4sec
230,-2130.7769,303.2256,38.1001,0min4sec
240,-2042.8196,290.9663,37.8865,0min4sec
250,-1962.2893,279.6982,37.6940,0min4sec
260,-1887.6702,269.2799,37.5150,0min4sec
270,-1818.7908,259.6499,37.3535,0min4sec
280,-1753.0368,250.7139,37.2064,0min4sec
290,-1691.2275,242.3979,37.0683,0min4sec
300,-1635.9579,234.6109,36.9447,0min4sec
310,-1583.4780,227.3186,36.8257,0min4sec
320,-1534.0121,220.4770,36.7165,0min4sec
330,-1488.2823,214.0460,36.6173,0min4sec
340,-1444.3545,207.9959,36.5186,0min4sec
350,-1403.3789,202.2941,36.4283,0min4sec
360,-1364.5962,196.8954,36.3523,0min4sec
370,-1328.3944,191.8007,36.2659,0min4sec
380,-1293.0169,186.9652,36.1774,0min4sec
390,-1259.8414,182.3645,36.1032,0min4sec
400,-1228.4554,177.9855,36.0382,0min4sec
410,-1198.4898,173.8295,35.9737,0min4sec
420,-1169.6252,169.8803,35.9185,0min4sec
430,-1142.1018,166.1183,35.8513,0min4sec
440,-1116.0387,162.5203,35.7843,0min4sec
450,-1091.4395,159.0740,35.7200,0min4sec
460,-1067.6416,155.7745,35.6585,0min4sec
470,-1045.1152,152.6147,35.6057,0min4sec
480,-1023.4238,149.5859,35.5692,0min4sec
490,-1002.6046,146.6785,35.5304,0min4sec
500,-982.2737,143.8974,35.4813,0min4sec
510,-963.4539,141.2359,35.4302,0min4sec
520,-945.0105,138.6694,35.3859,0min4sec
530,-927.1551,136.2025,35.3452,0min4sec
540,-909.7686,133.8279,35.2985,0min4sec
550,-893.1949,131.5345,35.2523,0min4sec
560,-877.2533,129.3237,35.2106,0min4sec
570,-862.1618,127.1920,35.1695,0min4sec
580,-847.2040,125.1299,35.1312,0min4sec
590,-833.2178,123.1413,35.0943,0min4sec
600,-819.7229,121.2253,35.0616,0min4sec
610,-806.5483,119.3592,35.0324,0min4sec
620,-793.5496,117.5559,34.9990,0min4sec
630,-781.3236,115.8124,34.9646,0min4sec
640,-769.2633,114.1176,34.9291,0min4sec
650,-757.4127,112.4754,34.8962,0min4sec
660,-745.9078,110.8830,34.8610,0min4sec
670,-734.7539,109.3364,34.8255,0min4sec
680,-723.7890,107.8338,34.7951,0min4sec
690,-713.3185,106.3705,34.7701,0min4sec
700,-703.1933,104.9477,34.7501,0min4sec
710,-693.2245,103.5682,34.7301,0min4sec
720,-683.5622,102.2263,34.7168,0min4sec
730,-674.2056,100.9191,34.7023,0min4sec
740,-665.1713,99.6506,34.6779,0min4sec
750,-656.1928,98.4208,34.6516,0min4sec
760,-647.6814,97.2171,34.6254,0min4sec
770,-639.4461,96.0442,34.5997,0min4sec
780,-631.4381,94.9018,34.5802,0min4sec
790,-623.5641,93.7907,34.5582,0min4sec
800,-615.9399,92.7093,34.5332,0min4sec
810,-608.2474,91.6491,34.5100,0min4sec
820,-600.8818,90.6133,34.4861,0min4sec
830,-593.7469,89.6028,34.4630,0min4sec
840,-586.7276,88.6153,34.4428,0min4sec
850,-580.0909,87.6536,34.4317,0min4sec
860,-573.4720,86.7129,34.4161,0min4sec
870,-567.0125,85.7932,34.3961,0min4sec
880,-560.5797,84.8910,34.3779,0min4sec
890,-554.5536,84.0133,34.3667,0min4sec
900,-548.3809,83.1548,34.3538,0min4sec
