step,actic loss,critic loss,average distance,time
2560,-4.9207,2.0810,7.0699,0min0sec
2570,-4.9018,2.0734,7.0605,0min0sec
2580,-4.8837,2.0660,7.0512,0min0sec
2590,-4.8653,2.0586,7.0418,0min0sec
2600,-4.8471,2.0512,7.0326,0min0sec
2610,-4.8288,2.0439,7.0235,0min0sec
2620,-4.8108,2.0366,7.0144,0min0sec
2630,-4.7927,2.0294,7.0054,0min0sec
2640,-4.7751,2.0223,6.9964,0min0sec
2650,-4.7574,2.0152,6.9875,0min0sec
2660,-4.7400,2.0081,6.9788,0min0sec
2670,-4.7226,2.0011,6.9700,0min0sec
2680,-4.7054,1.9942,6.9613,0min0sec
2690,-4.6880,1.9874,6.9528,0min0sec
2700,-4.6713,1.9805,6.9443,0min0sec
2710,-4.6545,1.9738,6.9359,0min0sec
2720,-4.6376,1.9670,6.9276,0min0sec
2730,-4.6211,1.9604,6.9192,0min0sec
2740,-4.6045,1.9537,6.9108,0min0sec
2750,-4.5885,1.9471,6.9026,0min0sec
2760,-4.5721,1.9406,6.8944,0min0sec
2770,-4.5564,1.9342,6.8863,0min0sec
2780,-4.5401,1.9277,6.8783,0min0sec
2790,-4.5242,1.9213,6.8703,0min0sec
2800,-4.5083,1.9150,6.8623,0min0sec
2810,-4.4925,1.9087,6.8544,0min0sec
2820,-4.4770,1.9024,6.8467,0min0sec
2830,-4.4614,1.8962,6.8388,0min0sec
2840,-4.4461,1.8900,6.8311,0min0sec
2850,-4.4308,1.8839,6.8234,0min0sec
2860,-4.4155,1.8778,6.8157,0min0sec
2870,-4.4005,1.8717,6.8081,0min0sec
2880,-4.3857,1.8657,6.8006,0min0sec
2890,-4.3710,1.8598,6.7932,0min0sec
2900,-4.3562,1.8539,6.7859,0min0sec
2910,-4.3416,1.8480,6.7784,0min0sec
2920,-4.3271,1.8421,6.7711,0min0sec
2930,-4.3126,1.8363,6.7638,0min0sec
2940,-4.2982,1.8305,6.7564,0min0sec
2950,-4.2838,1.8247,6.7493,0min0sec
2960,-4.2699,1.8191,6.7422,0min0sec
2970,-4.2560,1.8134,6.7351,0min0sec
2980,-4.2420,1.8078,6.7279,0min0sec
2990,-4.2281,1.8022,6.7209,0min0sec
3000,-4.2144,1.7967,6.7140,0min0sec
3010,-4.2008,1.7912,6.7072,0min0sec
3020,-4.1873,1.7857,6.7004,0min0sec
3030,-4.1738,1.7803,6.6936,0min0sec
3040,-4.1603,1.7749,6.6868,0min0sec
3050,-4.1472,1.7696,6.6800,0min0sec
3060,-4.1338,1.7643,6.6733,0min0sec
3070,-4.1207,1.7590,6.6667,0min0sec
3080,-4.1075,1.7537,6.6601,0min0sec
3090,-4.0944,1.7484,6.6534,0min0sec
3100,-4.0815,1.7433,6.6469,0min0sec
3110,-4.0686,1.7381,6.6405,0min0sec
3120,-4.0559,1.7330,6.6340,0min0sec
3130,-4.0434,1.7279,6.6276,0min0sec
3140,-4.0305,1.7228,6.6213,0min0sec
3150,-4.0180,1.7178,6.6150,0min0sec
3160,-4.0056,1.7128,6.6087,0min0sec
3170,-3.9932,1.7078,6.6023,0min0sec
3180,-3.9810,1.7028,6.5960,0min0sec
3190,-3.9688,1.6979,6.5898,0min0sec
3200,-3.9567,1.6930,6.5836,0min0sec
3210,-3.9445,1.6882,6.5775,0min0sec
3220,-3.9323,1.6834,6.5714,0min0sec
3230,-3.9205,1.6786,6.5654,0min0sec
3240,-3.9086,1.6738,6.5594,0min0sec
3250,-3.8971,1.6691,6.5534,0min0sec
3260,-3.8852,1.6644,6.5475,0min0sec
3270,-3.8735,1.6596,6.5416,0min0sec
3280,-3.8620,1.6550,6.5357,0min0sec
3290,-3.8506,1.6504,6.5299,0min0sec
3300,-3.8392,1.6458,6.5242,0min0sec
3310,-3.8281,1.6412,6.5185,0min0sec
3320,-3.8166,1.6367,6.5128,0min0sec
3330,-3.8057,1.6322,6.5071,0min0sec
3340,-3.7945,1.6277,6.5015,0min0sec
3350,-3.7830,1.6233,6.4960,0min0sec
3360,-3.7722,1.6189,6.4905,0min0sec
3370,-3.7614,1.6146,6.4851,0min0sec
3380,-3.7504,1.6102,6.4796,0min0sec
3390,-3.7397,1.6058,6.4741,0min0sec
3400,-3.7289,1.6015,6.4686,0min0sec
3410,-3.7185,1.5972,6.4631,0min0sec
3420,-3.7076,1.5929,6.4577,0min0sec
3430,-3.6970,1.5887,6.4522,0min0sec
3440,-3.6869,1.5845,6.4469,0min0sec
3450,-3.6764,1.5803,6.4417,0min0sec
3460,-3.6660,1.5761,6.4364,0min0sec
3470,-3.6555,1.5720,6.4312,0min0sec
3480,-3.6453,1.5679,6.4260,0min0sec
3490,-3.6350,1.5638,6.4208,0min0sec
3500,-3.6246,1.5597,6.4157,0min0sec
3510,-3.6146,1.5556,6.4106,0min0sec
3520,-3.6047,1.5515,6.4055,0min0sec
3530,-3.5945,1.5475,6.4004,0min0sec
3540,-3.5847,1.5435,6.3954,0min0sec
3550,-3.5747,1.5395,6.3904,0min0sec
3560,-3.5647,1.5356,6.3854,0min0sec
3570,-3.5552,1.5316,6.3804,0min0sec
3580,-3.5455,1.5277,6.3754,0min0sec
3590,-3.5357,1.5239,6.3705,0min0sec
3600,-3.5266,1.5201,6.3656,0min0sec
3610,-3.5170,1.5162,6.3607,0min0sec
3620,-3.5076,1.5124,6.3559,0min0sec
3630,-3.4979,1.5086,6.3510,0min0sec
3640,-3.4883,1.5049,6.3462,0min0sec
3650,-3.4792,1.5011,6.3414,0min0sec
3660,-3.4700,1.4974,6.3366,0min0sec
3670,-3.4604,1.4937,6.3318,0min0sec
3680,-3.4513,1.4900,6.3271,0min0sec
3690,-3.4422,1.4863,6.3223,0min0sec
3700,-3.4329,1.4826,6.3177,0min0sec
3710,-3.4239,1.4789,6.3131,0min0sec
3720,-3.4149,1.4753,6.3085,0min0sec
3730,-3.4059,1.4717,6.3039,0min0sec
3740,-3.3971,1.4681,6.2993,0min0sec
3750,-3.3882,1.4645,6.2948,0min0sec
3760,-3.3794,1.4609,6.2903,0min0sec
3770,-3.3706,1.4574,6.2858,0min0sec
3780,-3.3619,1.4539,6.2814,0min0sec
3790,-3.3532,1.4504,6.2770,0min0sec
3800,-3.3446,1.4469,6.2726,0min0sec
3810,-3.3359,1.4435,6.2682,0min0sec
3820,-3.3274,1.4400,6.2638,0min0sec
3830,-3.3190,1.4366,6.2595,0min0sec
3840,-3.3104,1.4332,6.2552,0min0sec
3850,-3.3023,1.4299,6.2510,0min0sec
3860,-3.2939,1.4265,6.2467,0min0sec
3870,-3.2856,1.4231,6.2424,0min0sec
3880,-3.2773,1.4198,6.2382,0min0sec
3890,-3.2692,1.4165,6.2340,0min0sec
3900,-3.2608,1.4132,6.2298,0min0sec
3910,-3.2525,1.4099,6.2256,0min0sec
3920,-3.2445,1.4066,6.2214,0min0sec
3930,-3.2363,1.4033,6.2172,0min0sec
3940,-3.2283,1.4001,6.2131,0min0sec
3950,-3.2204,1.3969,6.2090,0min0sec
3960,-3.2125,1.3937,6.2049,0min0sec
3970,-3.2046,1.3905,6.2009,0min0sec
3980,-3.1968,1.3873,6.1968,0min0sec
3990,-3.1889,1.3841,6.1928,0min0sec
4000,-3.1811,1.3809,6.1888,0min0sec
4010,-3.1734,1.3778,6.1848,0min0sec
4020,-3.1658,1.3747,6.1809,0min0sec
4030,-3.1582,1.3716,6.1769,0min0sec
4040,-3.1506,1.3685,6.1730,0min0sec
4050,-3.1429,1.3654,6.1692,0min0sec
4060,-3.1355,1.3624,6.1653,0min0sec
4070,-3.1279,1.3593,6.1614,0min0sec
4080,-3.1204,1.3563,6.1576,0min0sec
4090,-3.1131,1.3533,6.1537,0min0sec
4100,-3.1056,1.3503,6.1500,0min0sec
4110,-3.0982,1.3473,6.1462,0min0sec
4120,-3.0909,1.3443,6.1424,0min0sec
4130,-3.0836,1.3413,6.1387,0min0sec
4140,-3.0762,1.3384,6.1350,0min0sec
4150,-3.0690,1.3355,6.1313,0min0sec
4160,-3.0619,1.3326,6.1275,0min0sec
4170,-3.0545,1.3297,6.1239,0min0sec
4180,-3.0475,1.3269,6.1203,0min0sec
4190,-3.0403,1.3240,6.1167,0min0sec
4200,-3.0333,1.3212,6.1132,0min0sec
4210,-3.0263,1.3184,6.1095,0min0sec
4220,-3.0192,1.3155,6.1059,0min0sec
4230,-3.0123,1.3127,6.1023,0min0sec
4240,-3.0053,1.3099,6.0987,0min0sec
4250,-2.9985,1.3071,6.0951,0min0sec
4260,-2.9916,1.3043,6.0916,0min0sec
4270,-2.9847,1.3015,6.0881,0min0sec
4280,-2.9779,1.2987,6.0845,0min0sec
4290,-2.9711,1.2960,6.0810,0min0sec
4300,-2.9644,1.2932,6.0775,0min0sec
4310,-2.9577,1.2905,6.0740,0min0sec
4320,-2.9510,1.2878,6.0705,0min0sec
4330,-2.9443,1.2851,6.0670,0min0sec
4340,-2.9377,1.2824,6.0636,0min0sec
4350,-2.9311,1.2797,6.0603,0min0sec
4360,-2.9246,1.2771,6.0569,0min0sec
4370,-2.9181,1.2744,6.0536,0min0sec
4380,-2.9115,1.2718,6.0504,0min0sec
4390,-2.9049,1.2692,6.0471,0min0sec
4400,-2.8986,1.2667,6.0438,0min0sec
4410,-2.8921,1.2641,6.0404,0min0sec
4420,-2.8855,1.2615,6.0372,0min0sec
4430,-2.8790,1.2590,6.0339,0min0sec
4440,-2.8729,1.2564,6.0307,0min0sec
4450,-2.8666,1.2539,6.0274,0min0sec
4460,-2.8604,1.2513,6.0242,0min0sec
4470,-2.8541,1.2488,6.0211,0min0sec
4480,-2.8479,1.2463,6.0179,0min0sec
4490,-2.8417,1.2438,6.0148,0min0sec
4500,-2.8356,1.2413,6.0116,0min0sec
4510,-2.8295,1.2388,6.0084,0min0sec
4520,-2.8234,1.2363,6.0053,0min0sec
4530,-2.8173,1.2339,6.0022,0min0sec
4540,-2.8111,1.2314,5.9991,0min0sec
4550,-2.8050,1.2290,5.9960,0min0sec
4560,-2.7990,1.2266,5.9929,0min0sec
4570,-2.7930,1.2242,5.9899,0min0sec
4580,-2.7871,1.2217,5.9868,0min0sec
4590,-2.7812,1.2193,5.9837,0min0sec
4600,-2.7753,1.2169,5.9807,0min0sec
4610,-2.7693,1.2146,5.9777,0min0sec
4620,-2.7633,1.2122,5.9747,0min0sec
4630,-2.7577,1.2099,5.9717,0min0sec
4640,-2.7519,1.2076,5.9686,0min0sec
4650,-2.7462,1.2053,5.9656,0min0sec
4660,-2.7404,1.2029,5.9626,0min0sec
4670,-2.7347,1.2006,5.9597,0min0sec
4680,-2.7289,1.1983,5.9568,0min0sec
4690,-2.7232,1.1960,5.9539,0min0sec
4700,-2.7175,1.1937,5.9511,0min0sec
4710,-2.7119,1.1915,5.9482,0min0sec
4720,-2.7063,1.1892,5.9454,0min0sec
4730,-2.7007,1.1869,5.9425,0min0sec
4740,-2.6952,1.1847,5.9396,0min0sec
4750,-2.6897,1.1824,5.9367,0min0sec
4760,-2.6841,1.1802,5.9339,0min0sec
4770,-2.6787,1.1780,5.9310,0min0sec
4780,-2.6731,1.1757,5.9281,0min0sec
4790,-2.6677,1.1735,5.9253,0min0sec
4800,-2.6623,1.1713,5.9224,0min0sec
4810,-2.6569,1.1691,5.9196,0min0sec
4820,-2.6514,1.1669,5.9168,0min0sec
4830,-2.6461,1.1648,5.9141,0min0sec
4840,-2.6408,1.1627,5.9114,0min0sec
4850,-2.6354,1.1605,5.9087,0min0sec
4860,-2.6301,1.1584,5.9060,0min0sec
4870,-2.6250,1.1562,5.9032,0min0sec
4880,-2.6197,1.1541,5.9005,0min0sec
4890,-2.6143,1.1520,5.8978,0min0sec
4900,-2.6092,1.1499,5.8951,0min0sec
4910,-2.6039,1.1478,5.8923,0min0sec
4920,-2.5988,1.1457,5.8897,0min0sec
4930,-2.5937,1.1437,5.8870,0min0sec
4940,-2.5885,1.1416,5.8843,0min0sec
4950,-2.5834,1.1395,5.8817,0min0sec
4960,-2.5783,1.1375,5.8790,0min0sec
4970,-2.5733,1.1354,5.8764,0min0sec
4980,-2.5683,1.1334,5.8738,0min0sec
4990,-2.5633,1.1313,5.8712,0min0sec
5000,-2.5582,1.1293,5.8687,0min0sec
5010,-2.5533,1.1273,5.8661,0min0sec
5020,-2.5483,1.1253,5.8635,0min0sec
5030,-2.5433,1.1233,5.8610,0min0sec
5040,-2.5384,1.1213,5.8585,0min0sec
5050,-2.5336,1.1193,5.8559,0min0sec
5060,-2.5285,1.1173,5.8534,0min0sec
5070,-2.5237,1.1154,5.8509,0min0sec
5080,-2.5189,1.1134,5.8483,0min0sec
5090,-2.5141,1.1115,5.8459,0min0sec
5100,-2.5093,1.1095,5.8434,0min0sec
5110,-2.5045,1.1076,5.8410,0min0sec
5120,-2.4997,1.1056,5.8384,0min0sec
5130,-2.4950,1.1037,5.8360,0min0sec
5140,-2.4903,1.1018,5.8335,0min0sec
5150,-2.4856,1.0999,5.8310,0min0sec
5160,-2.4809,1.0980,5.8286,0min0sec
5170,-2.4763,1.0960,5.8261,0min0sec
5180,-2.4715,1.0942,5.8237,0min0sec
5190,-2.4667,1.0923,5.8212,0min0sec
5200,-2.4622,1.0904,5.8188,0min0sec
5210,-2.4575,1.0885,5.8164,0min0sec
5220,-2.4530,1.0867,5.8140,0min0sec
5230,-2.4485,1.0848,5.8117,0min0sec
5240,-2.4440,1.0830,5.8093,0min0sec
5250,-2.4394,1.0811,5.8070,0min0sec
5260,-2.4348,1.0793,5.8047,0min0sec
5270,-2.4304,1.0775,5.8023,0min0sec
5280,-2.4258,1.0756,5.8000,0min0sec
5290,-2.4214,1.0738,5.7977,0min0sec
5300,-2.4170,1.0720,5.7954,0min0sec
5310,-2.4125,1.0702,5.7930,0min0sec
5320,-2.4081,1.0684,5.7907,0min0sec
5330,-2.4037,1.0666,5.7884,0min0sec
5340,-2.3994,1.0648,5.7861,0min0sec
5350,-2.3950,1.0630,5.7838,0min0sec
5360,-2.3907,1.0613,5.7815,0min0sec
5370,-2.3863,1.0595,5.7792,0min0sec
5380,-2.3821,1.0578,5.7770,0min0sec
5390,-2.3777,1.0560,5.7748,0min0sec
5400,-2.3736,1.0543,5.7726,0min0sec
5410,-2.3692,1.0526,5.7704,0min0sec
5420,-2.3651,1.0508,5.7682,0min0sec
5430,-2.3608,1.0491,5.7660,0min0sec
5440,-2.3566,1.0474,5.7639,0min0sec
5450,-2.3524,1.0457,5.7617,0min0sec
5460,-2.3482,1.0440,5.7595,0min0sec
5470,-2.3441,1.0423,5.7573,0min0sec
5480,-2.3399,1.0406,5.7551,0min0sec
5490,-2.3358,1.0389,5.7530,0min0sec
5500,-2.3317,1.0372,5.7508,0min0sec
5510,-2.3275,1.0355,5.7486,0min0sec
5520,-2.3235,1.0339,5.7464,0min0sec
5530,-2.3193,1.0322,5.7443,0min0sec
5540,-2.3151,1.0306,5.7422,0min0sec
5550,-2.3110,1.0289,5.7400,0min0sec
5560,-2.3071,1.0273,5.7379,0min0sec
5570,-2.3030,1.0257,5.7358,0min0sec
5580,-2.2990,1.0240,5.7337,0min0sec
5590,-2.2951,1.0224,5.7316,0min0sec
5600,-2.2910,1.0207,5.7295,0min0sec
5610,-2.2870,1.0191,5.7274,0min0sec
5620,-2.2831,1.0175,5.7253,0min0sec
