step,actic loss,critic loss,average distance,time
1500,-11.6986,4.2897,9.2172,0min0sec
1510,-11.6210,4.2626,9.1914,0min0sec
1520,-11.5451,4.2361,9.1658,0min0sec
1530,-11.4721,4.2099,9.1405,0min0sec
1540,-11.3990,4.1838,9.1155,0min0sec
1550,-11.3261,4.1582,9.0909,0min0sec
1560,-11.2560,4.1334,9.0676,0min0sec
1570,-11.1877,4.1085,9.0434,0min0sec
1580,-11.1178,4.0840,9.0196,0min0sec
1590,-11.0490,4.0597,8.9962,0min0sec
1600,-10.9806,4.0356,8.9730,0min0sec
1610,-10.9161,4.0120,8.9501,0min0sec
1620,-10.8461,3.9889,8.9278,0min0sec
1630,-10.7799,3.9659,8.9056,0min0sec
1640,-10.7176,3.9433,8.8837,0min0sec
1650,-10.6523,3.9206,8.8618,0min0sec
1660,-10.5906,3.8984,8.8401,0min0sec
1670,-10.5275,3.8766,8.8186,0min0sec
1680,-10.4655,3.8548,8.7974,0min0sec
1690,-10.4032,3.8331,8.7761,0min0sec
1700,-10.3418,3.8118,8.7554,0min0sec
1710,-10.2844,3.7908,8.7349,0min0sec
1720,-10.2258,3.7699,8.7146,0min0sec
1730,-10.1690,3.7492,8.6946,0min0sec
1740,-10.1099,3.7290,8.6749,0min0sec
1750,-10.0521,3.7090,8.6552,0min0sec
1760,-9.9991,3.6896,8.6361,0min0sec
1770,-9.9446,3.6699,8.6168,0min0sec
1780,-9.8915,3.6505,8.5978,0min0sec
1790,-9.8350,3.6315,8.5789,0min0sec
1800,-9.7811,3.6124,8.5603,0min0sec
1810,-9.7285,3.5935,8.5418,0min0sec
1820,-9.6753,3.5747,8.5234,0min0sec
1830,-9.6230,3.5562,8.5054,0min0sec
1840,-9.5719,3.5381,8.4877,0min0sec
1850,-9.5193,3.5202,8.4703,0min0sec
1860,-9.4712,3.5025,8.4528,0min0sec
1870,-9.4212,3.4848,8.4355,0min0sec
1880,-9.3725,3.4672,8.4187,0min0sec
1890,-9.3240,3.4500,8.4022,0min0sec
1900,-9.2757,3.4327,8.3855,0min0sec
1910,-9.2287,3.4157,8.3688,0min0sec
1920,-9.1814,3.3989,8.3525,0min0sec
1930,-9.1359,3.3823,8.3362,0min0sec
1940,-9.0890,3.3658,8.3199,0min0sec
1950,-9.0411,3.3495,8.3041,0min0sec
1960,-8.9966,3.3334,8.2883,0min0sec
1970,-8.9505,3.3175,8.2725,0min0sec
1980,-8.9070,3.3017,8.2570,0min0sec
1990,-8.8624,3.2860,8.2415,0min0sec
2000,-8.8198,3.2705,8.2263,0min0sec
2010,-8.7769,3.2551,8.2111,0min0sec
2020,-8.7318,3.2401,8.1963,0min1sec
2030,-8.6880,3.2251,8.1817,0min1sec
2040,-8.6471,3.2104,8.1672,0min1sec
2050,-8.6043,3.1958,8.1527,0min1sec
2060,-8.5633,3.1812,8.1383,0min1sec
2070,-8.5231,3.1666,8.1241,0min1sec
2080,-8.4828,3.1522,8.1098,0min1sec
2090,-8.4424,3.1379,8.0957,0min1sec
2100,-8.4033,3.1238,8.0818,0min1sec
2110,-8.3642,3.1099,8.0681,0min1sec
2120,-8.3274,3.0961,8.0546,0min1sec
2130,-8.2884,3.0825,8.0411,0min1sec
2140,-8.2505,3.0689,8.0278,0min1sec
2150,-8.2128,3.0554,8.0144,0min1sec
2160,-8.1751,3.0421,8.0013,0min1sec
2170,-8.1380,3.0289,7.9883,0min1sec
2180,-8.1006,3.0158,7.9754,0min1sec
2190,-8.0645,3.0028,7.9627,0min1sec
2200,-8.0283,2.9900,7.9501,0min1sec
2210,-7.9926,2.9773,7.9377,0min1sec
2220,-7.9576,2.9647,7.9254,0min1sec
2230,-7.9220,2.9523,7.9132,0min1sec
2240,-7.8885,2.9400,7.9010,0min1sec
2250,-7.8534,2.9277,7.8889,0min1sec
2260,-7.8195,2.9155,7.8768,0min1sec
2270,-7.7859,2.9034,7.8651,0min1sec
2280,-7.7522,2.8915,7.8532,0min1sec
2290,-7.7192,2.8797,7.8415,0min1sec
2300,-7.6857,2.8680,7.8299,0min1sec
2310,-7.6540,2.8565,7.8187,0min1sec
2320,-7.6200,2.8453,7.8078,0min1sec
2330,-7.5886,2.8340,7.7966,0min1sec
2340,-7.5567,2.8227,7.7857,0min1sec
2350,-7.5249,2.8116,7.7746,0min1sec
2360,-7.4930,2.8004,7.7637,0min1sec
2370,-7.4622,2.7893,7.7528,0min1sec
2380,-7.4315,2.7783,7.7419,0min1sec
2390,-7.4022,2.7676,7.7315,0min1sec
2400,-7.3732,2.7572,7.7214,0min1sec
2410,-7.3437,2.7466,7.7109,0min1sec
2420,-7.3141,2.7360,7.7004,0min1sec
2430,-7.2843,2.7255,7.6901,0min1sec
2440,-7.2549,2.7151,7.6799,0min1sec
2450,-7.2258,2.7048,7.6697,0min1sec
2460,-7.1968,2.6944,7.6596,0min1sec
2470,-7.1681,2.6842,7.6496,0min1sec
2480,-7.1399,2.6741,7.6398,0min1sec
2490,-7.1116,2.6640,7.6298,0min1sec
2500,-7.0834,2.6540,7.6199,0min1sec
2510,-7.0558,2.6442,7.6102,0min1sec
2520,-7.0283,2.6343,7.6005,0min1sec
2530,-7.0009,2.6246,7.5908,0min1sec
2540,-6.9742,2.6149,7.5812,0min1sec
2550,-6.9472,2.6053,7.5716,0min1sec
2560,-6.9206,2.5958,7.5621,0min1sec
2570,-6.8944,2.5863,7.5527,0min1sec
2580,-6.8682,2.5770,7.5434,0min1sec
2590,-6.8422,2.5676,7.5341,0min1sec
2600,-6.8166,2.5584,7.5249,0min1sec
2610,-6.7909,2.5493,7.5160,0min1sec
2620,-6.7651,2.5403,7.5070,0min1sec
2630,-6.7397,2.5314,7.4981,0min1sec
2640,-6.7139,2.5225,7.4891,0min1sec
2650,-6.6894,2.5136,7.4801,0min1sec
2660,-6.6647,2.5048,7.4713,0min1sec
2670,-6.6401,2.4960,7.4626,0min1sec
2680,-6.6156,2.4874,7.4542,0min1sec
2690,-6.5915,2.4788,7.4457,0min1sec
2700,-6.5675,2.4702,7.4371,0min1sec
2710,-6.5434,2.4617,7.4286,0min1sec
2720,-6.5201,2.4532,7.4200,0min1sec
2730,-6.4964,2.4448,7.4116,0min1sec
2740,-6.4731,2.4366,7.4035,0min1sec
2750,-6.4506,2.4285,7.3955,0min1sec
2760,-6.4278,2.4204,7.3873,0min1sec
2770,-6.4046,2.4124,7.3793,0min1sec
2780,-6.3818,2.4044,7.3713,0min1sec
2790,-6.3590,2.3964,7.3631,0min1sec
2800,-6.3369,2.3884,7.3553,0min1sec
2810,-6.3148,2.3806,7.3475,0min1sec
2820,-6.2933,2.3727,7.3396,0min1sec
2830,-6.2715,2.3650,7.3320,0min1sec
2840,-6.2500,2.3573,7.3245,0min1sec
2850,-6.2283,2.3496,7.3169,0min1sec
2860,-6.2068,2.3420,7.3093,0min1sec
2870,-6.1855,2.3344,7.3017,0min1sec
2880,-6.1646,2.3269,7.2942,0min1sec
2890,-6.1438,2.3194,7.2868,0min1sec
2900,-6.1230,2.3120,7.2794,0min1sec
2910,-6.1026,2.3047,7.2720,0min1sec
2920,-6.0819,2.2974,7.2648,0min1sec
2930,-6.0617,2.2902,7.2578,0min1sec
2940,-6.0421,2.2831,7.2506,0min1sec
2950,-6.0217,2.2760,7.2435,0min1sec
2960,-6.0010,2.2689,7.2365,0min1sec
2970,-5.9812,2.2618,7.2293,0min1sec
2980,-5.9615,2.2548,7.2222,0min1sec
2990,-5.9419,2.2478,7.2151,0min1sec
3000,-5.9224,2.2408,7.2081,0min1sec
3010,-5.9027,2.2340,7.2012,0min1sec
3020,-5.8836,2.2272,7.1943,0min1sec
3030,-5.8646,2.2203,7.1874,0min1sec
3040,-5.8455,2.2135,7.1806,0min1sec
3050,-5.8270,2.2068,7.1739,0min1sec
3060,-5.8080,2.2002,7.1671,0min1sec
3070,-5.7897,2.1935,7.1605,0min1sec
3080,-5.7708,2.1869,7.1540,0min1sec
3090,-5.7524,2.1804,7.1476,0min1sec
3100,-5.7341,2.1739,7.1410,0min1sec
3110,-5.7160,2.1674,7.1346,0min1sec
3120,-5.6983,2.1611,7.1282,0min1sec
3130,-5.6802,2.1547,7.1219,0min1sec
3140,-5.6626,2.1484,7.1155,0min1sec
3150,-5.6450,2.1421,7.1092,0min1sec
3160,-5.6277,2.1358,7.1028,0min1sec
3170,-5.6100,2.1296,7.0967,0min1sec
3180,-5.5927,2.1234,7.0905,0min1sec
3190,-5.5755,2.1173,7.0843,0min1sec
3200,-5.5585,2.1112,7.0781,0min1sec
3210,-5.5416,2.1051,7.0720,0min1sec
3220,-5.5246,2.0991,7.0659,0min1sec
3230,-5.5081,2.0931,7.0600,0min1sec
3240,-5.4913,2.0871,7.0541,0min1sec
3250,-5.4748,2.0812,7.0482,0min1sec
3260,-5.4586,2.0753,7.0423,0min1sec
3270,-5.4422,2.0694,7.0364,0min1sec
3280,-5.4260,2.0636,7.0305,0min1sec
3290,-5.4096,2.0579,7.0246,0min1sec
3300,-5.3934,2.0521,7.0188,0min1sec
3310,-5.3775,2.0464,7.0131,0min1sec
3320,-5.3616,2.0407,7.0074,0min1sec
3330,-5.3456,2.0351,7.0018,0min1sec
3340,-5.3297,2.0295,6.9963,0min1sec
3350,-5.3138,2.0239,6.9907,0min1sec
3360,-5.2982,2.0185,6.9855,0min1sec
3370,-5.2833,2.0130,6.9802,0min1sec
3380,-5.2679,2.0075,6.9748,0min1sec
3390,-5.2525,2.0021,6.9696,0min1sec
3400,-5.2375,1.9967,6.9641,0min1sec
3410,-5.2228,1.9914,6.9587,0min1sec
3420,-5.2075,1.9860,6.9533,0min1sec
3430,-5.1926,1.9807,6.9480,0min1sec
3440,-5.1778,1.9753,6.9426,0min1sec
3450,-5.1631,1.9701,6.9373,0min1sec
3460,-5.1483,1.9648,6.9321,0min1sec
3470,-5.1339,1.9597,6.9270,0min1sec
3480,-5.1194,1.9545,6.9219,0min1sec
3490,-5.1049,1.9494,6.9166,0min1sec
3500,-5.0909,1.9443,6.9116,0min1sec
3510,-5.0765,1.9392,6.9064,0min1sec
3520,-5.0622,1.9342,6.9014,0min1sec
3530,-5.0480,1.9292,6.8964,0min1sec
3540,-5.0343,1.9242,6.8914,0min1sec
3550,-5.0202,1.9192,6.8864,0min1sec
3560,-5.0066,1.9144,6.8815,0min1sec
3570,-4.9925,1.9095,6.8767,0min1sec
3580,-4.9790,1.9046,6.8718,0min1sec
3590,-4.9651,1.8998,6.8669,0min1sec
3600,-4.9518,1.8950,6.8619,0min1sec
3610,-4.9383,1.8902,6.8572,0min1sec
3620,-4.9250,1.8854,6.8522,0min1sec
3630,-4.9116,1.8806,6.8474,0min1sec
3640,-4.8985,1.8759,6.8426,0min1sec
3650,-4.8854,1.8712,6.8379,0min1sec
3660,-4.8725,1.8665,6.8331,0min1sec
3670,-4.8596,1.8619,6.8284,0min1sec
3680,-4.8467,1.8572,6.8237,0min1sec
3690,-4.8339,1.8526,6.8191,0min1sec
3700,-4.8210,1.8481,6.8145,0min1sec
3710,-4.8081,1.8435,6.8100,0min1sec
3720,-4.7954,1.8391,6.8055,0min1sec
3730,-4.7829,1.8346,6.8010,0min1sec
3740,-4.7707,1.8301,6.7964,0min1sec
3750,-4.7581,1.8256,6.7919,0min1sec
3760,-4.7461,1.8212,6.7874,0min1sec
3770,-4.7334,1.8169,6.7830,0min1sec
3780,-4.7213,1.8125,6.7785,0min1sec
3790,-4.7090,1.8081,6.7740,0min1sec
3800,-4.6967,1.8038,6.7697,0min1sec
3810,-4.6849,1.7995,6.7653,0min1sec
3820,-4.6729,1.7952,6.7610,0min1sec
3830,-4.6610,1.7909,6.7567,0min1sec
3840,-4.6489,1.7867,6.7524,0min1sec
3850,-4.6372,1.7824,6.7482,0min1sec
3860,-4.6254,1.7782,6.7439,0min1sec
3870,-4.6139,1.7740,6.7397,0min1sec
3880,-4.6023,1.7699,6.7355,0min1sec
3890,-4.5907,1.7657,6.7313,0min1sec
3900,-4.5792,1.7616,6.7271,0min1sec
3910,-4.5677,1.7575,6.7228,0min1sec
3920,-4.5562,1.7534,6.7187,0min1sec
3930,-4.5452,1.7494,6.7147,0min1sec
3940,-4.5338,1.7454,6.7106,0min1sec
3950,-4.5226,1.7414,6.7065,0min1sec
3960,-4.5115,1.7374,6.7025,0min1sec
3970,-4.5000,1.7335,6.6985,0min1sec
3980,-4.4890,1.7295,6.6946,0min1sec
3990,-4.4778,1.7256,6.6907,0min1sec
4000,-4.4669,1.7217,6.6867,0min1sec
4010,-4.4560,1.7178,6.6828,0min1sec
4020,-4.4452,1.7139,6.6788,0min1sec
4030,-4.4344,1.7100,6.6748,0min1sec
4040,-4.4235,1.7062,6.6710,0min1sec
4050,-4.4129,1.7024,6.6673,0min1sec
4060,-4.4024,1.6987,6.6635,0min1sec
4070,-4.3919,1.6949,6.6597,0min1sec
4080,-4.3813,1.6911,6.6558,0min1sec
4090,-4.3709,1.6874,6.6520,0min1sec
4100,-4.3604,1.6837,6.6482,0min1sec
4110,-4.3503,1.6800,6.6444,0min1sec
4120,-4.3400,1.6762,6.6406,0min1sec
4130,-4.3297,1.6726,6.6368,0min1sec
4140,-4.3194,1.6689,6.6331,0min1sec
4150,-4.3093,1.6652,6.6294,0min1sec
4160,-4.2990,1.6616,6.6257,0min1sec
4170,-4.2888,1.6580,6.6219,0min1sec
4180,-4.2789,1.6544,6.6184,0min1sec
4190,-4.2687,1.6509,6.6149,0min1sec
4200,-4.2588,1.6473,6.6113,0min1sec
4210,-4.2486,1.6438,6.6079,0min1sec
4220,-4.2387,1.6403,6.6044,0min1sec
4230,-4.2287,1.6368,6.6008,0min1sec
4240,-4.2193,1.6333,6.5972,0min1sec
4250,-4.2092,1.6298,6.5936,0min1sec
4260,-4.1997,1.6263,6.5900,0min1sec
4270,-4.1901,1.6229,6.5866,0min1sec
4280,-4.1805,1.6194,6.5831,0min1sec
4290,-4.1713,1.6161,6.5796,0min1sec
4300,-4.1616,1.6127,6.5761,0min1sec
4310,-4.1521,1.6093,6.5726,0min1sec
4320,-4.1429,1.6059,6.5691,0min1sec
4330,-4.1336,1.6026,6.5656,0min1sec
4340,-4.1243,1.5992,6.5622,0min1sec
4350,-4.1149,1.5959,6.5588,0min1sec
4360,-4.1057,1.5926,6.5555,0min1sec
4370,-4.0965,1.5893,6.5521,0min1sec
4380,-4.0874,1.5860,6.5487,0min1sec
4390,-4.0782,1.5828,6.5454,0min1sec
4400,-4.0690,1.5795,6.5421,0min1sec
4410,-4.0599,1.5763,6.5387,0min1sec
4420,-4.0514,1.5732,6.5355,0min1sec
4430,-4.0425,1.5699,6.5322,0min1sec
4440,-4.0336,1.5667,6.5290,0min1sec
4450,-4.0248,1.5636,6.5258,0min1sec
4460,-4.0160,1.5604,6.5226,0min1sec
4470,-4.0072,1.5573,6.5193,0min1sec
4480,-3.9985,1.5541,6.5161,0min1sec
4490,-3.9896,1.5510,6.5128,0min1sec
4500,-3.9810,1.5479,6.5097,0min1sec
4510,-3.9722,1.5448,6.5066,0min1sec
4520,-3.9636,1.5417,6.5035,0min1sec
4530,-3.9551,1.5387,6.5004,0min1sec
4540,-3.9463,1.5356,6.4973,0min1sec
4550,-3.9379,1.5326,6.4942,0min1sec
4560,-3.9295,1.5296,6.4910,0min1sec
4570,-3.9211,1.5266,6.4880,0min1sec
4580,-3.9128,1.5236,6.4849,0min1sec
4590,-3.9044,1.5206,6.4818,0min1sec
4600,-3.8961,1.5176,6.4788,0min1sec
4610,-3.8878,1.5146,6.4758,0min1sec
4620,-3.8797,1.5117,6.4728,0min1sec
4630,-3.8714,1.5088,6.4699,0min1sec
4640,-3.8633,1.5058,6.4669,0min1sec
4650,-3.8552,1.5029,6.4640,0min1sec
4660,-3.8470,1.5001,6.4610,0min1sec
4670,-3.8389,1.4972,6.4581,0min1sec
4680,-3.8309,1.4944,6.4554,0min1sec
4690,-3.8229,1.4916,6.4528,0min1sec
4700,-3.8150,1.4888,6.4500,0min1sec
4710,-3.8071,1.4859,6.4471,0min1sec
4720,-3.7992,1.4831,6.4443,0min1sec
4730,-3.7913,1.4803,6.4414,0min1sec
4740,-3.7836,1.4774,6.4385,0min1sec
4750,-3.7758,1.4747,6.4356,0min1sec
4760,-3.7681,1.4719,6.4328,0min1sec
4770,-3.7603,1.4691,6.4299,0min1sec
4780,-3.7526,1.4664,6.4271,0min1sec
4790,-3.7451,1.4636,6.4243,0min1sec
4800,-3.7374,1.4609,6.4215,0min1sec
4810,-3.7297,1.4581,6.4186,0min1sec
4820,-3.7221,1.4554,6.4158,0min1sec
4830,-3.7146,1.4527,6.4129,0min1sec
4840,-3.7071,1.4500,6.4102,0min1sec
4850,-3.6995,1.4473,6.4074,0min1sec
4860,-3.6922,1.4446,6.4047,0min1sec
4870,-3.6847,1.4420,6.4019,0min1sec
4880,-3.6775,1.4393,6.3991,0min1sec
4890,-3.6700,1.4367,6.3964,0min1sec
4900,-3.6628,1.4341,6.3937,0min1sec
4910,-3.6555,1.4314,6.3911,0min1sec
4920,-3.6485,1.4289,6.3884,0min1sec
4930,-3.6412,1.4263,6.3858,0min1sec
4940,-3.6340,1.4237,6.3831,0min1sec
4950,-3.6268,1.4212,6.3805,0min1sec
4960,-3.6197,1.4186,6.3779,0min1sec
4970,-3.6126,1.4160,6.3752,0min1sec
4980,-3.6055,1.4135,6.3726,0min1sec
4990,-3.5984,1.4109,6.3699,0min1sec
5000,-3.5914,1.4084,6.3673,0min1sec
5010,-3.5845,1.4058,6.3647,0min1sec
5020,-3.5776,1.4034,6.3622,0min1sec
5030,-3.5706,1.4009,6.3596,0min1sec
5040,-3.5638,1.3984,6.3570,0min1sec
5050,-3.5570,1.3959,6.3544,0min1sec
5060,-3.5502,1.3935,6.3518,0min1sec
5070,-3.5435,1.3910,6.3493,0min1sec
5080,-3.5368,1.3886,6.3468,0min1sec
5090,-3.5301,1.3861,6.3442,0min1sec
5100,-3.5234,1.3837,6.3417,0min1sec
5110,-3.5166,1.3814,6.3394,0min1sec
5120,-3.5100,1.3790,6.3369,0min1sec
5130,-3.5032,1.3766,6.3345,0min1sec
5140,-3.4967,1.3742,6.3320,0min1sec
5150,-3.4901,1.3718,6.3296,0min1sec
5160,-3.4835,1.3694,6.3271,0min1sec
5170,-3.4768,1.3671,6.3246,0min1sec
5180,-3.4703,1.3647,6.3221,0min1sec
5190,-3.4637,1.3623,6.3196,0min1sec
5200,-3.4571,1.3600,6.3172,0min1sec
5210,-3.4506,1.3577,6.3148,0min1sec
5220,-3.4442,1.3554,6.3125,0min1sec
5230,-3.4379,1.3532,6.3102,0min1sec
5240,-3.4315,1.3509,6.3079,0min1sec
5250,-3.4252,1.3486,6.3054,0min1sec
5260,-3.4187,1.3463,6.3030,0min1sec
5270,-3.4125,1.3440,6.3006,0min1sec
5280,-3.4062,1.3417,6.2982,0min1sec
5290,-3.3999,1.3394,6.2958,0min1sec
5300,-3.3935,1.3372,6.2935,0min1sec
5310,-3.3872,1.3349,6.2911,0min1sec
5320,-3.3810,1.3327,6.2888,0min1sec
5330,-3.3749,1.3305,6.2865,0min1sec
5340,-3.3687,1.3283,6.2841,0min1sec
5350,-3.3626,1.3260,6.2818,0min1sec
5360,-3.3565,1.3238,6.2795,0min1sec
5370,-3.3503,1.3216,6.2773,0min1sec
5380,-3.3443,1.3194,6.2750,0min1sec
5390,-3.3382,1.3172,6.2728,0min1sec
5400,-3.3322,1.3151,6.2705,0min1sec
5410,-3.3262,1.3129,6.2683,0min1sec
5420,-3.3201,1.3108,6.2661,0min1sec
5430,-3.3141,1.3086,6.2639,0min1sec
5440,-3.3082,1.3065,6.2618,0min1sec
5450,-3.3023,1.3044,6.2596,0min1sec
5460,-3.2963,1.3022,6.2573,0min1sec
5470,-3.2905,1.3001,6.2551,0min1sec
5480,-3.2844,1.2980,6.2529,0min1sec
5490,-3.2785,1.2959,6.2507,0min1sec
5500,-3.2726,1.2939,6.2486,0min1sec
5510,-3.2668,1.2918,6.2464,0min1sec
5520,-3.2610,1.2897,6.2442,0min1sec
5530,-3.2553,1.2877,6.2421,0min1sec
5540,-3.2495,1.2856,6.2399,0min1sec
5550,-3.2440,1.2835,6.2377,0min1sec
5560,-3.2384,1.2815,6.2357,0min1sec
5570,-3.2327,1.2795,6.2336,0min1sec
5580,-3.2270,1.2775,6.2316,0min1sec
5590,-3.2213,1.2754,6.2295,0min1sec
5600,-3.2157,1.2734,6.2273,0min1sec
5610,-3.2101,1.2714,6.2252,0min1sec
5620,-3.2045,1.2693,6.2231,0min1sec
