step,actic loss,critic loss,average distance,time
480,-55.2801,13.9893,12.8401,0min1sec
490,-54.1543,13.7491,12.8314,0min1sec
500,-53.0923,13.5187,12.8238,0min1sec
510,-52.0502,13.2988,12.8118,0min1sec
520,-51.0344,13.0882,12.8005,0min1sec
530,-50.0795,12.8864,12.7904,0min1sec
540,-49.1440,12.6920,12.7812,0min1sec
550,-48.2700,12.5062,12.7710,0min1sec
560,-47.4285,12.3255,12.7615,0min1sec
570,-46.5726,12.1511,12.7528,0min1sec
580,-45.7704,11.9812,12.7447,0min1sec
590,-45.0068,11.8186,12.7360,0min1sec
600,-44.2604,11.6606,12.7285,0min1sec
610,-43.5470,11.5074,12.7261,0min1sec
620,-42.8450,11.3590,12.7224,0min1sec
630,-42.1725,11.2166,12.7149,0min1sec
640,-41.5260,11.0790,12.7108,0min1sec
650,-40.8814,10.9439,12.7067,0min1sec
660,-40.2740,10.8127,12.6996,0min1sec
670,-39.6757,10.6855,12.6935,0min1sec
680,-39.1236,10.5628,12.6871,0min1sec
690,-38.5305,10.4443,12.6813,0min1sec
700,-37.9892,10.3278,12.6762,0min1sec
710,-37.4571,10.2155,12.6697,0min1sec
720,-36.9561,10.1048,12.6634,0min1sec
730,-36.4547,9.9976,12.6576,0min1sec
740,-35.9613,9.8931,12.6512,0min1sec
750,-35.4811,9.7933,12.6459,0min1sec
760,-35.0232,9.6958,12.6405,0min1sec
770,-34.5727,9.5999,12.6351,0min1sec
780,-34.1272,9.5070,12.6297,0min1sec
790,-33.7106,9.4174,12.6247,0min1sec
800,-33.2852,9.3309,12.6208,0min1sec
810,-32.8849,9.2448,12.6156,0min1sec
820,-32.4823,9.1611,12.6109,0min1sec
830,-32.0952,9.0789,12.6079,0min1sec
840,-31.7023,8.9994,12.6051,0min1sec
850,-31.3336,8.9205,12.6022,0min1sec
860,-30.9695,8.8441,12.5980,0min1sec
870,-30.6201,8.7691,12.5943,0min1sec
880,-30.2753,8.6962,12.5904,0min1sec
890,-29.9425,8.6257,12.5863,0min1sec
900,-29.6142,8.5570,12.5819,0min1sec
910,-29.2879,8.4886,12.5782,0min1sec
920,-28.9714,8.4211,12.5761,0min1sec
930,-28.6625,8.3558,12.5746,0min1sec
940,-28.3637,8.2928,12.5718,0min1sec
950,-28.0643,8.2301,12.5682,0min1sec
960,-27.7750,8.1684,12.5644,0min1sec
970,-27.4862,8.1081,12.5608,0min1sec
980,-27.2068,8.0491,12.5572,0min1sec
990,-26.9464,7.9920,12.5538,0min1sec
1000,-26.6780,7.9361,12.5505,0min1sec
1010,-26.4294,7.8815,12.5472,0min1sec
1020,-26.1663,7.8286,12.5440,0min1sec
1030,-25.9181,7.7745,12.5407,0min1sec
1040,-25.6681,7.7217,12.5374,0min1sec
1050,-25.4316,7.6706,12.5340,0min1sec
1060,-25.1954,7.6207,12.5308,0min1sec
1070,-24.9615,7.5708,12.5279,0min1sec
1080,-24.7247,7.5226,12.5254,0min1sec
1090,-24.5010,7.4744,12.5234,0min1sec
1100,-24.2790,7.4271,12.5210,0min1sec
1110,-24.0633,7.3808,12.5193,0min1sec
1120,-23.8600,7.3348,12.5196,0min1sec
1130,-23.6468,7.2887,12.5199,0min1sec
1140,-23.4283,7.2435,12.5196,0min1sec
1150,-23.2346,7.1997,12.5185,0min1sec
1160,-23.0402,7.1577,12.5168,0min1sec
1170,-22.8468,7.1158,12.5144,0min1sec
1180,-22.6486,7.0747,12.5118,0min1sec
1190,-22.4448,7.0341,12.5103,0min1sec
1200,-22.2647,6.9938,12.5091,0min1sec
1210,-22.0838,6.9548,12.5067,0min1sec
1220,-21.9035,6.9170,12.5052,0min1sec
1230,-21.7269,6.8788,12.5035,0min1sec
1240,-21.5503,6.8410,12.5018,0min1sec
1250,-21.3762,6.8047,12.4996,0min1sec
1260,-21.2079,6.7688,12.4970,0min1sec
1270,-21.0442,6.7346,12.4946,0min1sec
1280,-20.8883,6.6995,12.4925,0min1sec
1290,-20.7297,6.6650,12.4902,0min1sec
1300,-20.5719,6.6312,12.4882,0min1sec
1310,-20.4162,6.5979,12.4859,0min1sec
1320,-20.2654,6.5657,12.4842,0min1sec
1330,-20.1153,6.5326,12.4837,0min1sec
1340,-19.9593,6.5011,12.4837,0min1sec
1350,-19.8114,6.4705,12.4828,0min1sec
1360,-19.6658,6.4394,12.4812,0min1sec
1370,-19.5178,6.4090,12.4793,0min1sec
1380,-19.3807,6.3781,12.4783,0min1sec
1390,-19.2403,6.3489,12.4777,0min1sec
1400,-19.1076,6.3203,12.4761,0min1sec
1410,-18.9729,6.2911,12.4745,0min1sec
1420,-18.8425,6.2616,12.4750,0min1sec
1430,-18.7087,6.2335,12.4753,0min1sec
1440,-18.5840,6.2067,12.4738,0min1sec
1450,-18.4623,6.1807,12.4722,0min1sec
1460,-18.3355,6.1546,12.4713,0min1sec
1470,-18.2139,6.1282,12.4709,0min1sec
1480,-18.0884,6.1019,12.4718,0min1sec
1490,-17.9641,6.0760,12.4740,0min1sec
1500,-17.8491,6.0506,12.4737,0min1sec
1510,-17.7233,6.0267,12.4726,0min1sec
1520,-17.6097,6.0034,12.4715,0min1sec
1530,-17.4995,5.9789,12.4704,0min1sec
1540,-17.3857,5.9545,12.4692,0min1sec
1550,-17.2748,5.9313,12.4685,0min1sec
1560,-17.1649,5.9076,12.4671,0min1sec
1570,-17.0600,5.8848,12.4656,0min1sec
1580,-16.9467,5.8626,12.4639,0min1sec
1590,-16.8449,5.8400,12.4625,0min1sec
1600,-16.7371,5.8184,12.4617,0min1sec
1610,-16.6295,5.7968,12.4613,0min1sec
1620,-16.5289,5.7749,12.4611,0min1sec
1630,-16.4299,5.7540,12.4615,0min1sec
1640,-16.3319,5.7323,12.4613,0min1sec
1650,-16.2351,5.7104,12.4604,0min1sec
1660,-16.1427,5.6894,12.4596,0min1sec
1670,-16.0406,5.6688,12.4600,0min1sec
1680,-15.9458,5.6483,12.4607,0min1sec
1690,-15.8560,5.6296,12.4615,0min1sec
1700,-15.7600,5.6103,12.4615,0min1sec
1710,-15.6664,5.5906,12.4604,0min1sec
1720,-15.5730,5.5711,12.4589,0min1sec
1730,-15.4889,5.5517,12.4575,0min1sec
1740,-15.4004,5.5322,12.4569,0min1sec
1750,-15.3141,5.5123,12.4582,0min1sec
1760,-15.2244,5.4932,12.4599,0min1sec
1770,-15.1409,5.4744,12.4603,0min1sec

early stop
